0.099858,0.005322,0.751,3
0.199717,0.010644,0.801,3
0.299575,0.015967,0.851,3
0.399433,0.021289,0.851,3
0.499291,0.026611,0.901,3
0.59915,0.031933,0.901,3
0.699008,0.037256,0.901,3
0.798866,0.042578,0.901,3
0.898724,0.0479,0.851,3
0.998583,0.053222,0.801,3
0.099337,0.011493,0.701,3
0.198675,0.022987,0.801,3
0.298012,0.03448,0.851,3
0.397349,0.045973,0.851,3
0.496687,0.057467,0.851,3
0.596024,0.06896,0.901,3
0.695361,0.080453,0.901,3
0.794699,0.091947,0.901,3
0.894036,0.10344,0.851,3
0.993373,0.114934,0.801,3
0.098435,0.01762,0.701,3
0.196871,0.035241,0.801,3
0.295306,0.052861,0.801,3
0.393741,0.070482,0.851,3
0.492177,0.088102,0.851,3
0.590612,0.105722,0.901,3
0.689048,0.123343,0.901,3
0.787483,0.140963,0.901,3
0.885918,0.158584,0.851,3
0.984354,0.176204,0.801,3
0.097156,0.02368,0.701,3
0.194312,0.04736,0.801,3
0.291468,0.07104,0.801,3
0.388623,0.09472,0.851,3
0.485779,0.118399,0.851,2.95
0.582935,0.142079,0.901,3
0.680091,0.165759,0.901,3
0.777247,0.189439,0.901,3
0.874403,0.213119,0.851,3
0.971559,0.236799,0.801,3
0.095504,0.029649,0.701,3
0.191007,0.059297,0.801,3
0.286511,0.088946,0.801,3
0.382015,0.118594,0.851,3
0.477519,0.148243,0.851,2.95
0.573022,0.177891,0.901,3
0.668526,0.20754,0.901,3
0.76403,0.237188,0.901,3
0.859534,0.266837,0.851,2.6
0.955037,0.296485,0.801,3
0.093485,0.035503,0.651,3
0.186971,0.071007,0.801,3
0.280456,0.10651,0.801,2.9
0.373941,0.142014,0.851,3
0.467427,0.177517,0.851,2.9
0.560912,0.213021,0.901,3
0.654397,0.248524,0.901,3
0.747882,0.284028,0.901,3
0.841368,0.319531,0.851,2.6
0.934853,0.355035,0.801,3
0.091108,0.041222,0.651,3
0.182217,0.082444,0.801,3
0.273325,0.123667,0.801,2.85
0.364433,0.164889,0.851,3
0.455542,0.206111,0.851,2.85
0.54665,0.247333,0.901,3
0.637758,0.288556,0.901,3
0.728867,0.329778,0.901,2.95
0.819975,0.371,0.851,2.55
0.911083,0.412222,0.801,3
0.088382,0.046783,0.701,3
0.176764,0.093566,0.801,3
0.265146,0.140349,0.851,3
0.353528,0.187132,0.851,2.95
0.44191,0.233914,0.851,2.85
0.530291,0.280697,0.901,3
0.618673,0.32748,0.901,3
0.707055,0.374263,0.901,2.95
0.795437,0.421046,0.851,2.55
0.883819,0.467829,0.801,3
0.085316,0.052164,0.701,3
0.170633,0.104328,0.801,3
0.255949,0.156492,0.851,3
0.341266,0.208656,0.851,2.95
0.426582,0.260821,0.901,3
0.511899,0.312985,0.901,3
0.597215,0.365149,0.901,2.95
0.682532,0.417313,0.901,2.9
0.767848,0.469477,0.851,2.5
0.853165,0.521641,0.801,3
0.081924,0.057345,0.701,3
0.163848,0.114691,0.801,3
0.245772,0.172036,0.851,3
0.327695,0.229381,0.851,2.9
0.409619,0.286726,0.901,3
0.491543,0.344072,0.901,3
0.573467,0.401417,0.901,2.9
0.655391,0.458762,0.901,2.85
0.737315,0.516108,0.901,2.8
0.819239,0.573453,0.801,3
0.078217,0.062306,0.701,3
0.156434,0.124613,0.801,3
0.234651,0.186919,0.851,3
0.312868,0.249226,0.851,2.85
0.391085,0.311532,0.901,3
0.469302,0.373839,0.901,2.95
0.547519,0.436145,0.901,2.85
0.625736,0.498452,0.901,2.8
0.703953,0.560758,0.901,2.75
0.78217,0.623065,0.801,3
0.07421,0.067029,0.701,3
0.14842,0.134057,0.801,3
0.222631,0.201086,0.851,3
0.296841,0.268115,0.851,2.8
0.371051,0.335144,0.901,3
0.445261,0.402172,0.901,2.9
0.519471,0.469201,0.901,2.8
0.593681,0.53623,0.951,3
0.667892,0.603259,0.901,2.7
0.742102,0.670287,0.801,3
0.069919,0.071494,0.701,3
0.139837,0.142988,0.801,3
0.209756,0.214482,0.851,3
0.279675,0.285976,0.901,3
0.349593,0.357469,0.901,2.95
0.419512,0.428963,0.901,2.85
0.489431,0.500457,0.951,3
0.55935,0.571951,0.951,3
0.629268,0.643445,0.901,2.65
0.699187,0.714939,0.801,3
0.065359,0.075685,0.701,3
0.130718,0.15137,0.801,3
0.196077,0.227054,0.851,2.95
0.261436,0.302739,0.901,3
0.326795,0.378424,0.901,2.9
0.392154,0.454109,0.901,2.8
0.457513,0.529794,0.951,3
0.522872,0.605479,0.951,2.95
0.588232,0.681163,0.901,2.6
0.653591,0.756848,0.801,3
0.060549,0.079585,0.701,3
0.121097,0.159171,0.801,2.95
0.181646,0.238756,0.851,2.9
0.242195,0.318342,0.901,3
0.302744,0.397927,0.901,2.85
0.363292,0.477513,0.951,3
0.423841,0.557098,0.951,2.95
0.48439,0.636684,0.951,2.9
0.544939,0.716269,0.901,2.55
0.605487,0.795855,0.801,3
0.055506,0.083181,0.701,3
0.111012,0.166362,0.801,2.9
0.166519,0.249543,0.851,2.85
0.222025,0.332724,0.901,2.95
0.277531,0.415905,0.901,2.8
0.333037,0.499085,0.951,2.95
0.388543,0.582266,0.951,2.9
0.44405,0.665447,0.951,2.85
0.499556,0.748628,0.901,2.55
0.555062,0.831809,0.801,2.95
0.050251,0.086457,0.701,3
0.100501,0.172915,0.801,2.9
0.150752,0.259372,0.851,2.85
0.201003,0.345829,0.901,2.9
0.251254,0.432286,0.951,3
0.301504,0.518744,0.951,2.9
0.351755,0.605201,0.951,2.85
0.402006,0.691658,0.951,2.8
0.452257,0.778116,0.901,2.5
0.502507,0.864573,0.801,2.85
0.044803,0.089402,0.701,3
0.089605,0.178804,0.801,2.85
0.134408,0.268206,0.901,3
0.17921,0.357608,0.901,2.85
0.224013,0.44701,0.951,2.95
0.268815,0.536412,0.951,2.9
0.313618,0.625814,0.951,2.8
0.358421,0.715217,0.951,2.75
0.403223,0.804619,0.951,2.7
0.448026,0.894021,0.801,2.8
0.039183,0.092004,0.701,3
0.078365,0.184008,0.851,3
0.117548,0.276012,0.901,3
0.15673,0.368016,0.901,2.8
0.195913,0.46002,0.951,2.9
0.235095,0.552024,0.951,2.85
0.274278,0.644028,0.951,2.75
0.31346,0.736032,0.951,2.7
0.352643,0.828036,0.951,2.65
0.391826,0.92004,0.801,2.75
0.033412,0.094253,0.701,3
0.066825,0.188506,0.851,3
0.100237,0.282759,0.901,2.95
0.133649,0.377012,0.951,3
0.167061,0.471265,0.951,2.9
0.200474,0.565518,0.951,2.8
0.233886,0.659771,0.951,2.75
0.267298,0.754024,0.951,2.65
0.30071,0.848277,0.951,2.65
0.334123,0.94253,0.901,2.4
0.027514,0.09614,0.701,3
0.055028,0.192281,0.851,3
0.082541,0.288421,0.901,2.95
0.110055,0.384562,0.951,2.95
0.137569,0.480702,0.951,2.85
0.165083,0.576843,0.951,2.75
0.192597,0.672983,0.951,2.7
0.220111,0.769124,0.951,2.65
0.247624,0.865264,0.951,2.6
0.275138,0.961405,0.901,2.35
0.02151,0.097659,0.701,3
0.04302,0.195318,0.851,3
0.06453,0.292978,0.901,2.9
0.086039,0.390637,0.951,2.95
0.107549,0.488296,0.951,2.8
0.129059,0.585955,0.951,2.75
0.150569,0.683615,0.951,2.65
0.172079,0.781274,0.951,2.6
0.193589,0.878933,0.951,2.55
0.215099,0.976592,0.901,2.35
0.015423,0.098803,0.701,3
0.030847,0.197607,0.851,2.95
0.04627,0.29641,0.901,2.9
0.061694,0.395214,0.951,2.9
0.077117,0.494017,0.951,2.8
0.09254,0.592821,0.951,2.7
0.107964,0.691624,0.951,2.65
0.123387,0.790428,0.951,2.6
0.13881,0.889231,0.951,2.55
0.154234,0.988034,0.901,2.35
0.009278,0.099569,0.701,3
0.018556,0.199137,0.851,2.95
0.027833,0.298706,0.901,2.85
0.037111,0.398275,0.901,2.7
0.046389,0.497843,0.951,2.75
0.055667,0.597412,0.951,2.7
0.064944,0.696981,0.901,2.45
0.074222,0.796549,0.901,2.4
0.0835,0.896118,0.901,2.35
0.092778,0.995687,0.901,2.3
0.003097,0.099952,0.701,3
0.006193,0.199904,0.851,2.95
0.00929,0.299856,0.901,2.85
0.012386,0.399808,0.951,2.85
0.015483,0.49976,0.951,2.75
0.018579,0.599712,0.901,2.5
0.021676,0.699664,0.951,2.6
0.024772,0.799616,0.951,2.55
0.027869,0.899568,0.951,2.5
0.030965,0.99952,0.901,2.3
-0.003097,0.099952,0.951,1.4
-0.006193,0.199904,0.851,2.95
-0.00929,0.299856,0.851,2.7
-0.012386,0.399808,0.851,2.55
-0.015483,0.49976,0.901,2.55
-0.018579,0.599712,0.901,2.5
-0.021676,0.699664,0.901,2.45
-0.024772,0.799616,0.901,2.4
-0.027869,0.899568,0.901,2.35
-0.030965,0.99952,0.901,2.3
-0.009278,0.099569,0.951,1.4
-0.018556,0.199137,0.851,2.95
-0.027833,0.298706,0.851,2.7
-0.037111,0.398275,0.851,2.55
-0.046389,0.497843,0.851,2.45
-0.055667,0.597412,0.901,2.5
-0.064944,0.696981,0.901,2.45
-0.074222,0.796549,0.901,2.4
-0.0835,0.896118,0.901,2.35
-0.092778,0.995687,0.901,2.3
-0.015423,0.098803,0.951,1.35
-0.030847,0.197607,0.951,1.2
-0.04627,0.29641,0.851,2.7
-0.061694,0.395214,0.851,2.55
-0.077117,0.494017,0.851,2.45
-0.09254,0.592821,0.851,2.4
-0.107964,0.691624,0.851,2.35
-0.123387,0.790428,0.851,2.3
-0.13881,0.889231,0.901,2.35
-0.154234,0.988034,0.901,2.3
-0.02151,0.097659,0.951,1.3
-0.04302,0.195318,0.951,1.15
-0.06453,0.292978,0.951,1.1
-0.086039,0.390637,0.851,2.6
-0.107549,0.488296,0.851,2.5
-0.129059,0.585955,0.851,2.4
-0.150569,0.683615,0.851,2.35
-0.172079,0.781274,0.851,2.3
-0.193589,0.878933,0.901,2.35
-0.215099,0.976592,0.901,2.3
-0.027514,0.09614,0.951,1.25
-0.055028,0.192281,0.951,1.15
-0.082541,0.288421,0.951,1.1
-0.110055,0.384562,0.951,1.05
-0.137569,0.480702,0.701,1.4
-0.165083,0.576843,0.751,1.5
-0.192597,0.672983,0.851,2.35
-0.220111,0.769124,0.901,2.4
-0.247624,0.865264,0.901,2.35
-0.275138,0.961405,0.851,2.2
-0.033412,0.094253,0.951,1.25
-0.066825,0.188506,0.951,1.1
-0.100237,0.282759,0.951,1.05
-0.133649,0.377012,0.951,1.05
-0.167061,0.471265,0.701,1.25
-0.200474,0.565518,0.701,1.3
-0.233886,0.659771,0.701,1.3
-0.267298,0.754024,0.751,1.35
-0.30071,0.848277,0.751,1.35
-0.334123,0.94253,0.751,1.4
-0.039183,0.092004,0.951,1.2
-0.078365,0.184008,0.951,1.05
-0.117548,0.276012,0.951,1.05
-0.15673,0.368016,0.951,1
-0.195913,0.46002,0.951,1
-0.235095,0.552024,0.701,1.2
-0.274278,0.644028,0.701,1.2
-0.31346,0.736032,0.701,1.2
-0.352643,0.828036,0.701,1.2
-0.391826,0.92004,0.751,1.25
-0.044803,0.089402,0.951,1.15
-0.089605,0.178804,0.951,1.05
-0.134408,0.268206,0.951,1
-0.17921,0.357608,0.951,1
-0.224013,0.44701,0.701,1.1
-0.268815,0.536412,0.701,1.1
-0.313618,0.625814,0.701,1.15
-0.358421,0.715217,0.701,1.15
-0.403223,0.804619,0.701,1.15
-0.448026,0.894021,0.701,1.15
-0.050251,0.086457,0.901,1.1
-0.100501,0.172915,0.951,1
-0.150752,0.259372,0.951,1
-0.201003,0.345829,0.701,1.05
-0.251254,0.432286,0.701,1.05
-0.301504,0.518744,0.701,1.05
-0.351755,0.605201,0.701,1.05
-0.402006,0.691658,0.701,1.05
-0.452257,0.778116,0.701,1.05
-0.502507,0.864573,0.701,1.1
-0.055506,0.083181,0.751,1
-0.111012,0.166362,0.801,1
-0.166519,0.249543,0.801,0.95
-0.222025,0.332724,0.701,1
-0.277531,0.415905,0.701,1
-0.333037,0.499085,0.701,1
-0.388543,0.582266,0.701,1
-0.44405,0.665447,0.701,1
-0.499556,0.748628,0.701,1
-0.555062,0.831809,0.701,1
-0.060549,0.079585,0.651,0.95
-0.121097,0.159171,0.701,0.95
-0.181646,0.238756,0.701,0.95
-0.242195,0.318342,0.651,0.95
-0.302744,0.397927,0.651,0.95
-0.363292,0.477513,0.651,0.95
-0.423841,0.557098,0.701,0.95
-0.48439,0.636684,0.701,0.95
-0.544939,0.716269,0.701,0.95
-0.605487,0.795855,0.701,0.95
-0.065359,0.075685,0.601,0.95
-0.130718,0.15137,0.651,0.9
-0.196077,0.227054,0.651,0.9
-0.261436,0.302739,0.651,0.9
-0.326795,0.378424,0.651,0.9
-0.392154,0.454109,0.651,0.9
-0.457513,0.529794,0.651,0.9
-0.522872,0.605479,0.701,0.9
-0.588232,0.681163,0.701,0.9
-0.653591,0.756848,0.701,0.9
-0.069919,0.071494,0.551,0.9
-0.139837,0.142988,0.601,0.9
-0.209756,0.214482,0.651,0.85
-0.279675,0.285976,0.601,0.9
-0.349593,0.357469,0.601,0.9
-0.419512,0.428963,0.651,0.9
-0.489431,0.500457,0.651,0.9
-0.55935,0.571951,0.651,0.9
-0.629268,0.643445,0.701,0.85
-0.699187,0.714939,0.701,0.85
-0.07421,0.067029,0.551,0.85
-0.14842,0.134057,0.601,0.85
-0.222631,0.201086,0.601,0.85
-0.296841,0.268115,0.601,0.85
-0.371051,0.335144,0.601,0.85
-0.445261,0.402172,0.651,0.85
-0.519471,0.469201,0.651,0.85
-0.593681,0.53623,0.651,0.85
-0.667892,0.603259,0.651,0.85
-0.742102,0.670287,0.651,0.85
-0.078217,0.062306,0.501,0.85
-0.156434,0.124613,0.601,0.8
-0.234651,0.186919,0.551,0.8
-0.312868,0.249226,0.601,0.8
-0.391085,0.311532,0.601,0.8
-0.469302,0.373839,0.651,0.8
-0.547519,0.436145,0.651,0.8
-0.625736,0.498452,0.651,0.8
-0.703953,0.560758,0.651,0.8
-0.78217,0.623065,0.651,0.8
0.998583,-0.053222,0.801,3
0.898724,-0.0479,0.851,3
0.798866,-0.042578,0.901,3
0.699008,-0.037256,0.901,3
0.59915,-0.031933,0.901,3
0.499291,-0.026611,0.901,3
0.399433,-0.021289,0.851,3
